Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Total - All Places of Death,255,4104,319,144,0,430,
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,"Healthcare setting, inpatient",177,1238,233,122,0,288,
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,"Healthcare setting, outpatient or emergency room",,136,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Decedent's home,28,1452,25,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Hospice facility,,168,19,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Nursing home/long term care facility,36,903,31,,0,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Other,,205,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2021,05/31/2021,By Month,2021,5,Indiana,Place of death unknown,0,0,0,0,0,0,
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Total - All Places of Death,,29,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,"Healthcare setting, inpatient",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,"Healthcare setting, outpatient or emergency room",0,0,0,0,0,0,
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Decedent's home,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Hospice facility,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Nursing home/long term care facility,,10,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Other,0,0,0,0,0,0,
06/09/2021,06/01/2021,06/05/2021,By Month,2021,6,Indiana,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Total - All Places of Death,0,2817,223,0,10,233,
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,"Healthcare setting, inpatient",0,746,112,0,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,"Healthcare setting, outpatient or emergency room",0,139,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Decedent's home,0,665,14,0,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Hospice facility,0,287,27,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Nursing home/long term care facility,0,903,62,0,,64,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Other,0,68,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,01/31/2020,By Month,2020,1,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Total - All Places of Death,0,2617,165,0,23,188,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,"Healthcare setting, inpatient",0,627,87,0,11,98,
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,"Healthcare setting, outpatient or emergency room",0,134,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Decedent's home,0,615,13,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Hospice facility,0,270,16,0,,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Nursing home/long term care facility,0,900,41,0,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Other,0,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,02/01/2020,02/29/2020,By Month,2020,2,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Total - All Places of Death,10,2698,198,,53,259,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,"Healthcare setting, inpatient",,640,98,,27,129,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,"Healthcare setting, outpatient or emergency room",,138,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,"Healthcare setting, dead on arrival",0,,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Decedent's home,0,725,21,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Hospice facility,0,249,22,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Nursing home/long term care facility,,889,49,0,14,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Other,0,53,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,03/01/2020,03/31/2020,By Month,2020,3,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Total - All Places of Death,171,2660,201,44,,334,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,"Healthcare setting, inpatient",86,604,115,34,,169,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,"Healthcare setting, outpatient or emergency room",,107,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Decedent's home,,799,25,,,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Hospice facility,,223,19,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Nursing home/long term care facility,72,831,37,,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Other,,90,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,04/01/2020,04/30/2020,By Month,2020,4,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Total - All Places of Death,416,2896,240,123,0,533,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,"Healthcare setting, inpatient",205,682,155,105,0,255,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,"Healthcare setting, outpatient or emergency room",,136,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Decedent's home,14,858,20,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Hospice facility,12,242,22,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Nursing home/long term care facility,178,898,36,11,0,203,
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Other,,77,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,05/01/2020,05/31/2020,By Month,2020,5,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Total - All Places of Death,159,2505,160,54,0,265,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,"Healthcare setting, inpatient",89,604,112,50,0,151,
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,"Healthcare setting, outpatient or emergency room",,128,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Decedent's home,,771,13,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Hospice facility,,225,12,0,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Nursing home/long term care facility,53,687,19,,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Other,,87,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,06/01/2020,06/30/2020,By Month,2020,6,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Total - All Places of Death,174,2697,143,51,0,266,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,"Healthcare setting, inpatient",92,646,86,40,0,138,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,"Healthcare setting, outpatient or emergency room",,129,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Decedent's home,,817,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Hospice facility,,222,18,0,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Nursing home/long term care facility,68,768,28,10,0,86,
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Other,,112,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,07/01/2020,07/31/2020,By Month,2020,7,Iowa,Place of death unknown,0,0,0,0,0,0,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Iowa,Total - All Places of Death,273,2888,216,81,0,408,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Iowa,"Healthcare setting, inpatient",125,727,149,64,0,210,
06/09/2021,08/01/2020,08/31/2020,By Month,2020,8,Iowa,"Healthcare setting, outpatient or emergency room",,136,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
